157,201,389
168,362,417
318,323,386
232,350,452
263,329,454
65,182,393
238,259,491
192,345,494
26,310,464
58,223,321
208,215,450
91,359,390
59,79,473
40,122,149
24,102,398
140,365,412
207,323,498
137,357,392
18,48,303
68,434,454
127,284,309
95,285,390
141,278,368
196,326,367
198,236,280
48,209,277
109,143,147
249,319,498
176,322,368
40,155,371
84,135,168
128,239,497
248,375,435
82,374,457
162,347,430
141,157,324
247,327,474
103,323,360
156,184,318
185,221,235
122,135,228
217,352,357
46,53,185
95,245,470
27,30,421
428,441,497
156,228,427
187,334,381
33,215,487
62,261,321
165,285,399
120,237,452
31,148,274
87,219,465
164,335,375
4,278,299
130,238,296
195,302,402
143,241,367
39,47,180
69,118,486
61,162,308
429,458,489
97,392,434
10,152,159
77,191,397
152,334,472
300,434,439
82,154,197
24,37,303
112,366,426
19,44,243
24,90,280
68,127,291
5,314,383
90,233,306
186,243,484
96,269,316
63,198,492
91,250,396
314,339,416
83,253,443
199,434,463
14,209,307
201,325,332
133,157,485
180,440,449
97,288,475
107,126,206
291,372,460
149,304,435
10,456,493
86,294,346
134,415,471
296,308,447
60,109,342
19,180,400
16,281,297
211,223,410
159,213,315
51,78,308
66,160,255
299,371,422
337,449,492
35,248,340
84,96,137
86,388,418
55,79,82
20,192,209
120,242,272
21,151,474
65,131,419
61,138,272
31,309,494
28,67,202
179,265,361
387,438,467
199,298,351
123,334,440
38,108,424
258,425,455
166,256,385
232,270,273
260,289,404
117,252,257
24,331,344
3,105,497
179,255,310
37,188,489
55,88,193
8,399,400
131,287,485
154,224,473
257,391,458
16,220,459
176,438,486
296,420,459
53,199,271
158,382,446
68,124,446
314,317,438
62,195,481
273,313,362
30,174,354
7,380,452
177,310,427
58,373,441
197,397,462
1,319,372
85,175,256
334,422,424
206,348,419
188,198,405
65,205,316
56,91,273
415,432,457
195,383,420
165,232,466
248,338,441
122,216,444
128,375,493
127,364,495
89,136,425
87,297,479
98,364,496
116,167,171
93,445,469
285,376,496
74,92,209
69,324,356
68,104,184
166,240,482
42,431,440
21,129,211
147,277,457
105,125,482
41,417,469
245,399,448
2,126,160
160,275,417
239,313,436
110,292,301
130,305,406
196,239,422
80,328,478
353,390,451
232,343,380
452,476,487
35,63,190
337,374,461
5,72,302
230,251,411
350,448,463
107,393,456
180,181,449
79,279,360
50,61,83
154,282,352
19,175,457
13,228,345
216,254,261
236,332,374
115,166,388
31,127,326
74,88,481
155,204,266
32,109,303
216,298,309
247,258,439
51,70,274
41,355,475
16,266,365
85,94,96
21,231,428
27,230,378
168,268,441
57,415,478
112,170,353
301,378,390
8,17,240
226,319,380
57,288,439
225,245,336
217,385,387
209,249,460
50,59,416
44,121,200
64,329,362
244,265,330
152,331,433
150,363,484
111,371,494
39,391,396
45,89,178
67,73,490
154,179,401
18,56,113
59,183,487
20,379,472
210,225,305
294,429,458
101,271,296
124,267,486
274,439,453
86,403,486
64,192,383
7,218,355
11,342,428
61,169,247
49,94,379
123,211,410
3,132,418
23,259,420
123,146,293
179,317,482
255,309,469
250,296,414
60,347,370
52,165,243
164,278,394
237,308,348
103,240,254
119,134,322
138,284,467
170,333,443
156,166,339
30,96,254
229,360,494
215,345,410
243,285,483
4,279,443
26,411,428
145,283,422
92,292,342
30,430,431
176,382,447
187,267,289
95,175,183
68,71,297
51,121,474
4,147,407
194,230,392
21,43,303
46,351,468
244,301,367
8,186,409
36,206,456
207,346,372
101,135,432
67,315,374
230,331,433
345,369,469
18,81,133
190,268,341
111,128,316
72,214,442
258,324,365
14,253,377
53,426,471
51,234,250
169,188,476
144,181,333
348,425,473
260,288,418
39,142,408
124,194,261
29,100,336
164,362,421
163,193,495
22,154,489
69,104,492
276,407,436
213,232,289
19,32,484
272,395,409
25,153,353
191,310,493
71,174,236
3,207,282
100,315,453
321,330,431
118,205,266
302,447,465
91,158,409
230,369,435
95,358,497
137,213,263
108,126,437
195,463,471
34,127,414
8,312,466
82,185,468
7,38,341
78,339,400
160,174,339
244,300,431
249,336,367
143,186,269
144,275,418
92,123,290
124,352,423
93,329,408
61,80,406
11,242,426
89,315,349
307,331,435
169,366,479
91,139,331
239,271,309
162,246,354
333,351,429
76,121,390
60,231,270
237,401,405
37,75,453
38,49,144
237,344,401
134,419,498
46,277,391
146,289,295
11,190,278
235,243,455
343,477,483
79,320,417
140,233,409
62,171,460
78,146,256
147,449,490
152,262,335
135,248,412
298,378,424
395,437,473
135,228,293
28,81,164
140,395,411
341,369,423
272,352,361
118,234,279
120,336,360
270,273,403
344,374,462
143,386,482
128,161,360
104,349,480
13,139,358
3,191,385
56,176,399
76,185,321
142,402,410
13,57,148
124,276,315
79,162,434
163,194,461
59,90,248
12,306,324
250,424,489
108,212,312
71,129,170
104,110,161
228,336,464
65,195,455
25,36,149
2,72,445
47,186,282
153,204,266
226,377,451
254,418,488
196,421,448
50,113,433
18,245,445
3,312,402
239,379,418
58,74,205
57,271,325
63,75,327
259,281,378
224,252,354
163,173,251
46,125,334
26,110,344
37,452,493
96,158,269
3,108,384
83,114,224
178,187,305
61,83,161
72,125,305
365,369,427
17,328,482
55,371,455
14,56,95
111,208,428
117,280,287
55,305,485
208,376,432
219,236,426
299,379,438
246,264,408
90,137,295
219,258,480
106,111,355
141,490,492
24,169,332
2,51,71
20,126,295
184,269,405
106,315,455
67,293,420
139,426,436
15,252,370
75,165,240
44,109,181
6,151,170
119,312,387
222,328,349
231,320,482
66,347,477
211,392,466
300,394,447
63,134,223
119,276,478
34,361,399
177,214,264
63,301,326
2,289,454
84,294,449
54,454,461
341,447,450
93,287,387
56,288,448
251,347,439
1,19,121
59,84,188
203,338,400
206,227,328
12,121,373
67,154,172
284,329,406
99,180,416
4,93,372
132,158,318
268,279,477
76,147,312
17,199,445
77,183,493
119,146,469
218,307,427
125,175,186
264,330,437
110,132,322
49,216,400
218,287,375
14,259,403
129,157,461
40,252,370
235,252,369
169,226,354
100,233,435
64,200,258
32,394,451
221,361,404
110,234,260
36,134,267
216,280,496
172,294,393
189,353,384
20,273,283
202,222,292
219,356,471
183,227,310
348,407,494
45,335,346
27,183,274
218,245,447
236,283,443
23,45,209
29,41,286
235,249,430
77,358,405
115,179,318
215,414,489
263,301,352
173,178,229
82,448,475
33,147,335
98,220,490
238,420,460
270,465,476
208,218,252
229,360,383
16,275,468
109,165,478
29,213,297
18,302,405
62,114,479
32,184,462
308,323,403
35,264,371
228,262,275
140,279,306
52,177,411
204,251,281
107,131,139
137,210,488
123,328,488
114,220,384
46,85,293
247,286,409
94,178,291
53,112,380
150,155,413
202,388,406
54,306,376
340,451,457
225,303,412
149,187,398
132,327,437
36,207,281
87,131,320
5,298,444
327,441,488
185,214,287
18,85,150
187,372,496
345,363,483
391,413,491
44,191,330
198,262,395
286,311,430
98,187,317
213,288,306
210,231,431
313,325,433
40,182,253
89,218,429
72,160,290
59,226,408
71,199,332
105,234,373
53,158,396
185,253,276
142,337,451
206,251,337
48,95,461
72,297,301
4,153,167
25,87,91
1,106,450
316,463,478
276,311,356
67,133,367
111,197,359
15,50,495
196,363,403
146,163,421
182,193,230
60,216,413
191,219,322
38,270,462
304,472,477
106,118,411
52,295,374
31,404,474
323,393,466
223,278,495
12,404,412
165,397,405
241,366,412
123,171,480
33,47,255
108,169,475
15,241,263
107,159,486
75,134,386
58,138,376
35,65,289
20,116,336
145,148,471
92,273,320
196,234,283
133,313,338
1,347,414
10,382,457
115,173,325
21,90,493
247,261,338
34,384,401
43,106,325
81,83,376
107,355,442
16,50,98
302,321,476
207,231,488
105,190,227
352,364,436
45,99,419
94,149,484
117,342,458
42,89,308
148,274,383
28,119,479
6,267,277
282,325,327
142,340,476
51,227,373
73,158,388
25,88,471
182,265,481
181,189,231
200,290,306
84,152,398
64,303,473
11,191,295
243,408,446
246,319,326
372,373,445
129,204,480
31,350,488
66,164,364
47,268,358
150,222,396
97,420,426
101,366,423
115,116,311
102,250,423
38,285,371
115,157,416
75,297,437
12,205,222
214,221,466
22,129,449
64,81,299
73,126,413
81,234,463
280,387,397
140,293,440
25,330,332
54,203,468
217,318,487
103,338,401
114,275,281
132,217,355
256,314,412
55,263,316
161,442,474
96,403,453
37,222,233
368,440,490
70,259,416
348,349,439
215,229,356
112,284,484
206,433,442
84,136,470
115,156,443
64,145,321
41,52,221
121,210,304
23,195,319
109,468,474
144,267,359
102,459,472
39,249,340
76,278,281
17,173,355
133,262,370
27,244,324
347,377,455
102,298,485
112,145,255
33,262,479
97,227,453
248,259,354
247,322,339
176,221,332
309,363,438
31,49,497
93,293,344
177,351,448
170,378,431
375,458,485
48,157,256
1,144,313
103,135,338
125,344,364
22,114,314
14,189,375
119,172,316
153,313,394
26,386,475
5,35,78
184,227,253
39,318,333
29,192,407
98,307,384
171,288,406
291,361,378
40,58,130
10,311,423
156,222,317
111,128,368
103,130,225
328,376,415
15,99,211
242,317,487
129,217,386
214,238,433
16,78,381
139,207,260
113,284,381
9,92,163
69,208,223
171,394,459
34,70,483
10,100,223
53,198,392
12,181,398
41,215,326
50,341,481
162,265,413
125,244,397
58,349,473
32,151,203
138,271,326
85,304,392
92,166,192
126,340,366
274,353,402
23,116,381
55,335,349
102,122,258
175,177,357
283,400,487
